v    -0.559531    -0.036589     0.370848
v    -0.555499    -0.042221     0.376640
v    -0.509242    -0.052977     0.416359
v    -0.495881    -0.089977     0.433363
v    -0.479912    -0.098705     0.446740
v    -0.467563    -0.101803     0.456368
v    -0.558883    -0.059231     0.376640
v    -0.551862    -0.064742     0.383301
v    -0.469446    -0.107019     0.453971
v    -0.424986    -0.214337     0.442106
v    -0.346826    -0.396207     0.402316
v    -0.253521    -0.563367     0.332974
v    -0.239668    -0.612794     0.299574
v    -0.233656    -0.626210     0.290949
v    -0.223522    -0.673239     0.254008
v    -0.200488    -0.737168     0.205302
v    -0.178586    -0.741525     0.205302
v    -0.121624    -0.814094     0.136448
v    -0.101152    -0.832427     0.118061
v     0.089528    -0.794498     0.118061
v     0.100061    -0.788299     0.121428
v     0.100676    -0.787875     0.121676
v     0.139403    -0.757531     0.140257
v     0.162025    -0.737752     0.152796
v     0.169246    -0.732457     0.155251
v     0.321283    -0.601336     0.221286
v     0.470859    -0.474539     0.258483
v     0.496605    -0.452614     0.261992
v     0.506677    -0.441214     0.265463
v     0.507731    -0.439580     0.266154
v     0.508304    -0.438285     0.266832
v     0.542161    -0.404429     0.266832
v     0.543455    -0.403856     0.266154
v     0.545090    -0.402802     0.265463
v     0.548687    -0.399623     0.264367
v     0.558928    -0.386653     0.262922
v     0.562174    -0.383125     0.261242
v     0.562417    -0.379683     0.261738
v     0.565323    -0.365076     0.261738
v     0.609725     0.002370     0.136719
v     0.567665    -0.365606     0.258986
v     0.587074    -0.365606     0.235335
v     0.589275    -0.364183     0.232380
v     0.592429    -0.361417     0.228002
v     0.602711    -0.350600     0.213386
v     0.628249    -0.321738     0.176697
v     0.628753    -0.321113     0.175963
v     0.656653    -0.282257     0.134469
v     0.673049    -0.257909     0.109791
v     0.672051    -0.245699     0.108650
v     0.637549    -0.027864     0.108650
v     0.515118     0.127659     0.215070
v     0.497461     0.198306     0.193781
v     0.263450     0.657577     0.193781
v     0.259125     0.654813     0.200437
v     0.243916     0.631335     0.231981
v     0.225011     0.599580     0.272711
v     0.200884     0.557142     0.325823
v     0.273684     0.693651     0.150303
v     0.235993     0.620271     0.246991
v     0.293354     0.748237     0.078154
v     0.288352     0.745567     0.084212
v     0.286287     0.731279     0.102021
v     0.168189     0.598192     0.286980
v     0.190429     0.761077     0.084212
v     0.168189     0.746101     0.106752
v     0.161813     0.745580     0.106156
v    -0.329460     0.667770     0.106156
v    -0.329839     0.667536     0.106369
v    -0.342226     0.656136     0.117869
v    -0.337506     0.623479     0.158572
v    -0.334542     0.619340     0.164188
v    -0.291193     0.537670     0.265709
v    -0.347967     0.654701     0.116139
v    -0.367819     0.644586     0.116139
v    -0.355343     0.625065     0.146180
v    -0.356768     0.603245     0.165330
v    -0.370938     0.645471     0.112380
v    -0.396920     0.633897     0.098852
v    -0.420640     0.620452     0.089205
v    -0.436479     0.610835     0.083362
v    -0.450168     0.597146     0.083362
v    -0.476354     0.584759     0.066929
v    -0.504441     0.562897     0.054559
v    -0.532537     0.539076     0.043384
v    -0.562890     0.505250     0.036272
v    -0.594280     0.387959     0.079383
v    -0.652143     0.274396     0.079383
v    -0.668737     0.226174     0.088643
v    -0.687395     0.168180     0.101287
v    -0.723375     0.024229     0.144666
v    -0.724030     0.011841     0.151233
v    -0.723446     0.005868     0.155443
v    -0.718819    -0.002801     0.165944
v    -0.713422    -0.006460     0.174373
v    -0.672091    -0.027061     0.234541
v    -0.641446    -0.035106     0.274875
v    -0.601997    -0.040808     0.324044
v    -0.599615    -0.048123     0.328358
v    -0.579073    -0.056256     0.353274
v    -0.565907    -0.059231     0.368743
v    -0.566977    -0.062519     0.366804
v    -0.565812    -0.063356     0.367927
v    -0.440908    -0.308493     0.367927
v    -0.433800    -0.313489     0.373224
v    -0.360371    -0.395323     0.390429
v    -0.259713    -0.621283     0.272783
v    -0.237675    -0.643321     0.272783
v    -0.194102    -0.856560     0.070715
v    -0.191241    -0.836764     0.095389
v    -0.199025    -0.758413     0.181742
v    -0.194205    -0.860272     0.066172
v    -0.190667    -0.867103     0.058531
v    -0.121691    -0.878028     0.058531
v    -0.100660    -0.879747     0.060496
v    -0.100660    -0.834601     0.115505
v    -0.007321    -0.864996     0.060456
v    -0.082315    -0.892100     0.041902
v    -0.071438    -0.891211     0.040886
v    -0.038982    -0.886071     0.040886
v    -0.020078    -0.874366     0.051501
v     0.060644    -0.816309     0.099998
v     0.371480    -0.558178     0.241696
v     0.468474    -0.476679     0.257982
v     0.552066    -0.396758     0.263023
v     0.559127    -0.388889     0.261369
v     0.563921    -0.385519     0.257797
v     0.564357    -0.385096     0.257541
v     0.565531    -0.382791     0.257541
v     0.571797    -0.378295     0.251502
v     0.575235    -0.376515     0.247657
v     0.578289    -0.374411     0.244341
v     0.580914    -0.372299     0.241550
v     0.673741    -0.257909     0.108495
v     0.674846    -0.256772     0.106148
v     0.699409    -0.220410     0.051238
v     0.712726    -0.200448     0.021407
v     0.716346    -0.193762     0.012987
v     0.720539    -0.184086     0.002760
v     0.721092    -0.180979     0.000960
v     0.716973    -0.134050    -0.002893
v     0.711361    -0.091425    -0.002893
v     0.708237    -0.058981    -0.006418
v     0.696536    -0.038208     0.008300
v     0.639006     0.174434    -0.047742
v     0.620641     0.230100    -0.056349
v     0.510957     0.494899    -0.056349
v     0.459714     0.668311    -0.112742
v     0.441892     0.701411    -0.111290
v     0.384278     0.778932    -0.083765
v     0.379100     0.783017    -0.079060
v     0.333400     0.792623    -0.017057
v     0.319783     0.781891     0.011942
v     0.351592     0.818866    -0.079060
v     0.350610     0.819579    -0.078356
v     0.345095     0.820354    -0.070397
v     0.336308     0.811568    -0.045277
v     0.332521     0.800085    -0.024897
v     0.325332     0.790964    -0.005473
v     0.340452     0.823917    -0.070397
v     0.335872     0.813750    -0.048266
v     0.335863     0.813686    -0.048151
v     0.338865     0.827330    -0.075453
v     0.334550     0.829117    -0.075453
v     0.334155     0.823540    -0.064922
v     0.196778     0.788535     0.034405
v     0.325616     0.838256    -0.090349
v     0.308328     0.849175    -0.106519
v     0.299391     0.852924    -0.111332
v     0.292223     0.855348    -0.114101
v     0.226497     0.864001    -0.114101
v     0.196778     0.866609    -0.111661
v     0.190997     0.869114    -0.117771
v     0.148253     0.865363    -0.121281
v     0.054480     0.853017    -0.121281
v     0.022631     0.842248    -0.108978
v    -0.067845     0.804288    -0.060245
v    -0.068103     0.804165    -0.060078
v    -0.245968     0.718086     0.041252
v    -0.316236     0.678506     0.091035
v    -0.318988     0.676845     0.093179
v    -0.349284     0.659481     0.106369
v    -0.357107     0.655117     0.108431
v    -0.366121     0.650263     0.108827
v    -0.370636     0.646908     0.110430
v    -0.392214     0.636642     0.100253
v    -0.452662     0.602453     0.074073
v    -0.463344     0.595134     0.070067
v    -0.534379     0.537740     0.042064
v    -0.554426     0.519492     0.032285
v    -0.565386     0.505209     0.032285
v    -0.565641     0.504671     0.032539
v    -0.573552     0.494027     0.028759
v    -0.579251     0.483442     0.028295
v    -0.586986     0.462876     0.032464
v    -0.644851     0.299071     0.071359
v    -0.690875     0.157632     0.102918
v    -0.702841     0.115110     0.113277
v    -0.721733     0.045283     0.131680
v    -0.722358     0.041479     0.133424
v    -0.722916     0.037679     0.135288
v    -0.723490     0.005411     0.155493
v    -0.721539    -0.002246     0.161029
v    -0.719139    -0.002801     0.165384
v    -0.723850     0.002680     0.155493
v    -0.724019     0.000752     0.155651
v    -0.723540    -0.000354     0.156820
v    -0.722516    -0.002246     0.159203
v    -0.722106    -0.005355     0.159203
v    -0.722014    -0.005502     0.159340
v    -0.719787    -0.005344     0.163545
v    -0.713264    -0.037842     0.150817
v    -0.676608    -0.126338     0.150817
v    -0.661022    -0.179082     0.133664
v    -0.587789    -0.277618     0.168652
v    -0.462915    -0.540088     0.044861
v    -0.234148    -0.838223     0.044861
v    -0.218432    -0.868562     0.027445
v    -0.202242    -0.870470     0.044455
v    -0.217281    -0.876748     0.015631
v    -0.211129    -0.881469     0.015631
v    -0.204312    -0.880821     0.025140
v    -0.201417    -0.874394     0.039130
v    -0.193888    -0.874052     0.045480
v    -0.195542    -0.884454     0.025140
v    -0.192230    -0.883504     0.029399
v    -0.156634    -0.886932     0.033266
v    -0.117716    -0.892056     0.033266
v    -0.082315    -0.895163     0.036173
v    -0.076012    -0.897893     0.029512
v    -0.055706    -0.895220     0.029512
v    -0.054163    -0.895071     0.029344
v    -0.040464    -0.887355     0.039049
v     0.147098    -0.751811     0.142989
v     0.495415    -0.454254     0.260817
v     0.474716    -0.471889     0.257982
v     0.493754    -0.456078     0.259927
v     0.555145    -0.394523     0.260817
v     0.561337    -0.388887     0.257797
v     0.583544    -0.370274     0.238265
v     0.614230    -0.338534     0.196575
v     0.622069    -0.329488     0.185365
v     0.671215    -0.261910     0.112237
v     0.722534    -0.175114    -0.005971
v     0.723488    -0.170342    -0.010890
v     0.720116    -0.133562    -0.013436
v     0.718789    -0.121784    -0.013436
v     0.712862    -0.064029    -0.018588
v     0.711379    -0.060009    -0.015656
v     0.680310     0.049588    -0.039833
v     0.659446     0.116019    -0.047742
v     0.602349     0.288233    -0.072205
v     0.538033     0.464642    -0.096190
v     0.508366     0.545539    -0.106712
v     0.507350     0.548220    -0.106971
v     0.464765     0.659287    -0.116340
v     0.464450     0.660047    -0.116340
v     0.433356     0.718516    -0.118127
v     0.390741     0.786337    -0.118127
v     0.379972     0.798277    -0.108027
v     0.374812     0.804450    -0.107053
v     0.362730     0.814768    -0.097464
v     0.354651     0.822847    -0.097464
v     0.349977     0.826401    -0.094537
v     0.349424     0.826614    -0.093647
v     0.348500     0.825312    -0.087829
v     0.338942     0.827440    -0.075840
v     0.335487     0.835371    -0.093647
v     0.332183     0.837948    -0.096957
v     0.331794     0.838302    -0.097680
v     0.321623     0.844522    -0.106519
v     0.276993     0.860968    -0.125210
v     0.267510     0.863492    -0.129129
v     0.241255     0.866186    -0.126787
v     0.215714     0.869064    -0.126787
v     0.190997     0.871330    -0.125076
v     0.184550     0.872619    -0.131721
v     0.171496     0.873229    -0.138581
v     0.165321     0.873229    -0.140875
v     0.134192     0.870376    -0.143029
v     0.122950     0.869109    -0.143029
v     0.098547     0.866605    -0.145206
v     0.072555     0.859687    -0.134465
v    -0.274493     0.704038     0.054757
v    -0.387573     0.639558     0.100253
v    -0.450328     0.604003     0.074627
v    -0.509792     0.558828     0.051209
v    -0.534202     0.537916     0.042064
v    -0.557250     0.517080     0.030043
v    -0.564737     0.508123     0.028630
v    -0.565363     0.507428     0.028043
v    -0.572658     0.495819     0.028043
v    -0.660145     0.253478     0.081196
v    -0.720226     0.053786     0.126805
v    -0.724398     0.008260     0.151552
v    -0.724499     0.007061     0.151727
v    -0.725077     0.000752     0.152164
v    -0.725113     0.000574     0.151980
v    -0.725044    -0.000181     0.151928
v    -0.724538    -0.004666     0.151928
v    -0.724180    -0.004677     0.153105
v    -0.724633    -0.007928     0.147822
v    -0.716244    -0.037523     0.141293
v    -0.712820    -0.047307     0.141293
v    -0.693787    -0.107798     0.124795
v    -0.673331    -0.168776     0.111638
v    -0.673052    -0.169538     0.111539
v    -0.669764    -0.175274     0.114036
v    -0.540318    -0.434662     0.010365
v    -0.496215    -0.520498    -0.020026
v    -0.494436    -0.523869    -0.021074
v    -0.451212    -0.592659    -0.021074
v    -0.353638    -0.768766    -0.107549
v    -0.339906    -0.789439    -0.112456
v    -0.286384    -0.853473    -0.102354
v    -0.270141    -0.867344    -0.089462
v    -0.225509    -0.883766    -0.015711
v    -0.223848    -0.883314    -0.011088
v    -0.263524    -0.873961    -0.089462
v    -0.256390    -0.879386    -0.084995
v    -0.238764    -0.886176    -0.056664
v    -0.227364    -0.886381    -0.027398
v    -0.213931    -0.885522     0.001349
v    -0.214730    -0.888460    -0.009285
v    -0.213892    -0.885611     0.001150
v    -0.196444    -0.886429     0.018707
v    -0.201627    -0.893045    -0.009285
v    -0.194349    -0.892833    -0.000124
v    -0.152186    -0.897160     0.003637
v    -0.080295    -0.905120     0.004099
v    -0.075968    -0.904056     0.009213
v    -0.075968    -0.898049     0.029015
v    -0.086958    -0.904509     0.003637
v    -0.060912    -0.900278     0.016074
v    -0.065945    -0.902927     0.009213
v    -0.054894    -0.897307     0.022770
v    -0.037560    -0.887219     0.036127
v    -0.052930    -0.896620     0.022770
v    -0.033785    -0.885055     0.037771
v     0.107892    -0.783342     0.121676
v     0.138472    -0.759592     0.135692
v     0.585814    -0.368751     0.234206
v     0.618301    -0.334319     0.190204
v     0.714248    -0.198228     0.017628
v     0.716371    -0.193929     0.012844
v     0.717560    -0.191670     0.009765
v     0.718185    -0.190246     0.008233
v     0.720535    -0.184124     0.002760
v     0.724138    -0.170342    -0.017488
v     0.724138    -0.159210    -0.028620
v     0.720668    -0.123980    -0.028620
v     0.720116    -0.118730    -0.028268
v     0.714406    -0.068052    -0.028268
v     0.714051    -0.065148    -0.028018
v     0.681500     0.045665    -0.039833
v     0.654379     0.131734    -0.051078
v     0.621547     0.230999    -0.065792
v     0.458728     0.671100    -0.118438
v     0.443231     0.701000    -0.123907
v     0.431810     0.722368    -0.123907
v     0.423629     0.736741    -0.129526
v     0.421296     0.740589    -0.130091
v     0.397262     0.778840    -0.130091
v     0.393358     0.784074    -0.126021
v     0.377394     0.803525    -0.126021
v     0.370531     0.811305    -0.121041
v     0.369670     0.812166    -0.121041
v     0.364620     0.816620    -0.117809
v     0.346894     0.831168    -0.117809
v     0.343959     0.833358    -0.115526
v     0.343688     0.833528    -0.115526
v     0.341010     0.835052    -0.116573
v     0.319414     0.846595    -0.116573
v     0.312313     0.849857    -0.122585
v     0.308877     0.851060    -0.122585
v     0.296515     0.855046    -0.125210
v     0.265442     0.863944    -0.131074
v     0.220001     0.869064    -0.131074
v     0.210370     0.870076    -0.131721
v     0.161407     0.873046    -0.142931
v     0.143865     0.871947    -0.149309
v     0.127912     0.870376    -0.149309
v     0.114997     0.869018    -0.150176
v     0.103831     0.867760    -0.150176
v     0.045412     0.851454    -0.134465
v     0.010290     0.840128    -0.127008
v     0.008923     0.839554    -0.125241
v    -0.353828     0.661632     0.054757
v    -0.404652     0.632703     0.074627
v    -0.487599     0.577041     0.051209
v    -0.556551     0.518200     0.027757
v    -0.556646     0.518105     0.027580
v    -0.559916     0.514398     0.025206
v    -0.566303     0.506615     0.025206
v    -0.567176     0.505445     0.024297
v    -0.569990     0.500967     0.024297
v    -0.572031     0.497382     0.025698
v    -0.576938     0.488200     0.025698
v    -0.577604     0.486897     0.026044
v    -0.578493     0.485092     0.026898
v    -0.662248     0.246987     0.082505
v    -0.690584     0.159112     0.101162
v    -0.690796     0.158415     0.101162
v    -0.709379     0.092892     0.115520
v    -0.720050     0.054588     0.126050
v    -0.723984     0.027514     0.135970
v    -0.724398     0.021614     0.138198
v    -0.725667     0.001375     0.145556
v    -0.725667     0.000574     0.146358
v    -0.725291    -0.003236     0.146358
v    -0.725044    -0.005594     0.146516
v    -0.724798    -0.007773     0.146516
v    -0.724764    -0.007929     0.146370
v    -0.715958    -0.038979     0.139565
v    -0.712028    -0.051472     0.136151
v    -0.672962    -0.169734     0.111373
v    -0.601557    -0.313171     0.052048
v    -0.448344    -0.605361    -0.054871
v    -0.441958    -0.616645    -0.059527
v    -0.377977    -0.729050    -0.103471
v    -0.370260    -0.742312    -0.107549
v    -0.337309    -0.792921    -0.115163
v    -0.332138    -0.799579    -0.118215
v    -0.295773    -0.843890    -0.118215
v    -0.284118    -0.857101    -0.109757
v    -0.281166    -0.860053    -0.109757
v    -0.269951    -0.869947    -0.102578
v    -0.264674    -0.874278    -0.102578
v    -0.258294    -0.879037    -0.097618
v    -0.254748    -0.881419    -0.092129
v    -0.254715    -0.881323    -0.090837
v    -0.239691    -0.887353    -0.068295
v    -0.239675    -0.887350    -0.068209
v    -0.242119    -0.888170    -0.092129
v    -0.239569    -0.889341    -0.089970
v    -0.202680    -0.894620    -0.024318
v    -0.237697    -0.889945    -0.090367
v    -0.194841    -0.902945    -0.090367
v    -0.194781    -0.902958    -0.090423
v    -0.181019    -0.904509    -0.090423
v    -0.079805    -0.909829    -0.043226
v    -0.079805    -0.905886    -0.003194
v    -0.160788    -0.906635    -0.091781
v    -0.105643    -0.912067    -0.091781
v    -0.093001    -0.912067    -0.079139
v    -0.086039    -0.911291    -0.064300
v    -0.068853    -0.906238    -0.017719
v    -0.068711    -0.905886    -0.014289
v    -0.065936    -0.902939     0.009092
v    -0.058003    -0.901380    -0.000320
v    -0.058022    -0.901692    -0.003715
v    -0.022265    -0.880431     0.020486
v    -0.037898    -0.890935    -0.003715
v     0.418033    -0.530162     0.135692
v     0.522013    -0.438430     0.202257
v     0.576037    -0.384406     0.202257
v     0.599696    -0.357589     0.185090
v     0.619996    -0.332852     0.185090
v     0.714476    -0.197985     0.016523
v     0.715181    -0.196848     0.014149
v     0.720898    -0.183781    -0.000127
v     0.722534    -0.179092    -0.009948
v     0.722902    -0.177969    -0.012563
v     0.723833    -0.173436    -0.017488
v     0.723437    -0.159210    -0.035738
v     0.720668    -0.128556    -0.033196
v     0.716609    -0.090040    -0.030709
v     0.511560     0.536611    -0.106167
v     0.508607     0.544849    -0.106712
v     0.429604     0.725643    -0.129039
v     0.412765     0.753514    -0.132798
v     0.396365     0.779616    -0.132798
v     0.415907     0.748709    -0.131994
v     0.396175     0.779827    -0.132976
v     0.380432     0.798661    -0.135948
v     0.379603     0.799369    -0.136605
v     0.362043     0.816929    -0.136605
v     0.359269     0.819038    -0.138342
v     0.352475     0.824717    -0.137270
v     0.347901     0.827252    -0.139516
v     0.325719     0.841190    -0.139516
v     0.324532     0.841782    -0.139991
v     0.315250     0.847102    -0.135950
v     0.313464     0.847664    -0.136437
v     0.287052     0.856906    -0.136437
v     0.282128     0.858302    -0.137523
v     0.268035     0.862959    -0.133279
v     0.265483     0.863901    -0.131417
v     0.211873     0.869402    -0.136200
v     0.205891     0.870076    -0.136200
v     0.123140     0.869018    -0.158319
v     0.134350     0.870515    -0.154331
v     0.121866     0.868820    -0.158806
v     0.102806     0.866672    -0.158806
v     0.097028     0.864454    -0.163971
v     0.080466     0.858342    -0.176053
v     0.078935     0.857587    -0.177756
v     0.036478     0.839773    -0.200625
v    -0.005884     0.824950    -0.200625
v    -0.033465     0.808081    -0.224594
v    -0.108123     0.765291    -0.257099
v    -0.159729     0.739538    -0.236473
v    -0.293544     0.655456    -0.236473
v    -0.335024     0.632474    -0.216105
v    -0.454780     0.575673    -0.094160
v    -0.497420     0.555533    -0.050183
v    -0.510599     0.550456    -0.029001
v    -0.530435     0.535371    -0.016580
v    -0.539637     0.528727    -0.007131
v    -0.556642     0.514255     0.006633
v    -0.558814     0.512582     0.009347
v    -0.562663     0.509999     0.016229
v    -0.553329     0.517035     0.003738
v    -0.556396     0.514458     0.006402
v    -0.565332     0.507040     0.018731
v    -0.570612     0.499127     0.020766
v    -0.570852     0.498819     0.021075
v    -0.567952     0.502870     0.018731
v    -0.579237     0.482965     0.026898
v    -0.687308     0.168970     0.097984
v    -0.720223     0.052983     0.125978
v    -0.722358     0.039279     0.131224
v    -0.723493     0.030777     0.134248
v    -0.725291    -0.002749     0.145870
v    -0.725259    -0.003050     0.145883
v    -0.389348    -0.708668    -0.098099
v    -0.370123    -0.742505    -0.107654
v    -0.348861    -0.774536    -0.115163
v    -0.329462    -0.802546    -0.120725
v    -0.303104    -0.834081    -0.125699
v    -0.296366    -0.842940    -0.120152
v    -0.282508    -0.856798    -0.120152
v    -0.278086    -0.861977    -0.116042
v    -0.269676    -0.869006    -0.114715
v    -0.267667    -0.870818    -0.113015
v    -0.249262    -0.882383    -0.113015
v    -0.248524    -0.882958    -0.112276
v    -0.246336    -0.884212    -0.111324
v    -0.235098    -0.887748    -0.114389
v    -0.217449    -0.893924    -0.114389
v    -0.203840    -0.897782    -0.117391
v    -0.197427    -0.900149    -0.112713
v    -0.155005    -0.904502    -0.116497
v    -0.136072    -0.906635    -0.116497
v    -0.108590    -0.909155    -0.118400
v    -0.106223    -0.909628    -0.115960
v    -0.105643    -0.910536    -0.107321
v    -0.092385    -0.910536    -0.094063
v    -0.093626    -0.908209    -0.115960
v    -0.092201    -0.910340    -0.095617
v    -0.086589    -0.909237    -0.088959
v    -0.085919    -0.909354    -0.085406
v    -0.090919    -0.906784    -0.119651
v    -0.089698    -0.906181    -0.121010
v    -0.089119    -0.905979    -0.121010
v    -0.038157    -0.890184    -0.013741
v    -0.073762    -0.892013    -0.149540
v    -0.072055    -0.890606    -0.151752
v    -0.040873    -0.866289    -0.182986
v    -0.007576    -0.841831    -0.206362
v    -0.002749    -0.838400    -0.208987
v     0.017827    -0.825471    -0.208987
v     0.085670    -0.764278    -0.266374
v     0.153483    -0.707597    -0.277072
v     0.243344    -0.639259    -0.220805
v     0.491672    -0.390931    -0.220805
v     0.660754    -0.246542    -0.086597
v     0.675029    -0.236963    -0.061078
v     0.698091    -0.211394    -0.039449
v     0.714983    -0.196780     0.011517
v     0.717646    -0.180272    -0.039449
v     0.719599    -0.177769    -0.036941
v     0.720960    -0.176271    -0.034160
v     0.722422    -0.177406    -0.019783
v     0.722524    -0.177992    -0.016673
v     0.722068    -0.173107    -0.034160
v     0.723128    -0.173816    -0.024042
v     0.723306    -0.173648    -0.022629
v     0.723306    -0.160190    -0.036087
v     0.721972    -0.169816    -0.038302
v     0.722006    -0.169486    -0.038332
v     0.722392    -0.166054    -0.038332
v     0.397025     0.776007    -0.137767
v     0.395672     0.777322    -0.138560
v     0.378420     0.799804    -0.138560
v     0.360692     0.815171    -0.144733
v     0.369806     0.806057    -0.144733
v     0.353215     0.819044    -0.149026
v     0.340319     0.828939    -0.149026
v     0.326286     0.837755    -0.149033
v     0.333387     0.832238    -0.152295
v     0.327498     0.836614    -0.150204
v     0.300946     0.848251    -0.149033
v     0.296866     0.850000    -0.147965
v     0.300257     0.848437    -0.149215
v     0.214820     0.868083    -0.139061
v     0.208545     0.868909    -0.139061
v     0.102701     0.863615    -0.168848
v     0.087490     0.858713    -0.177756
v     0.035759     0.839319    -0.201297
v    -0.013026     0.811840    -0.235861
v    -0.019790     0.808723    -0.238354
v    -0.098338     0.760087    -0.282457
v    -0.113043     0.753997    -0.282457
v    -0.159115     0.710646    -0.326973
v    -0.185801     0.690813    -0.336449
v    -0.216580     0.676169    -0.321932
v    -0.237305     0.667975    -0.307009
v    -0.241112     0.666003    -0.304824
v    -0.255789     0.659512    -0.293838
v    -0.312429     0.639456    -0.239948
v    -0.499615     0.553940    -0.048610
v    -0.513038     0.545574    -0.035388
v    -0.529782     0.535611    -0.017660
v    -0.572285     0.495089     0.020766
v    -0.577625     0.486465     0.025608
v    -0.332404    -0.796679    -0.123025
v    -0.330005    -0.800108    -0.123783
v    -0.324706    -0.805254    -0.126889
v    -0.303501    -0.832890    -0.126889
v    -0.302832    -0.834181    -0.126148
v    -0.283315    -0.854606    -0.123775
v    -0.285719    -0.851294    -0.126148
v    -0.262453    -0.870614    -0.123775
v    -0.260816    -0.871392    -0.124547
v    -0.250810    -0.878829    -0.120994
v    -0.226291    -0.888161    -0.123251
v    -0.243870    -0.880880    -0.123251
v    -0.203842    -0.897778    -0.117404
v    -0.215943    -0.890961    -0.125978
v    -0.162559    -0.901753    -0.121889
v    -0.148733    -0.903573    -0.121889
v    -0.108590    -0.907097    -0.125185
v    -0.103552    -0.904914    -0.130510
v    -0.099994    -0.902987    -0.134990
v    -0.097897    -0.902311    -0.136218
